0,0,0,0,0,0,-8.0506,-1.4243,3.0706,-0.3226,0,-0.13288
0,0,0,0,0,0,-8.7193,-1.1369,2.8943,-0.3507,8.5265e-17,-0.10256
0,0,0,0,0,0,-9.9664,-0.53922,2.4557,-0.43539,-3.5527e-17,-0.039951
0,0,0,0,0,0,-11.002,-0.34464,1.3239,-0.5057,1.088e-17,-0.019764
0,0,0,0,0,0,-11.532,-0.53335,-0.75313,-0.55257,-3.0198e-17,-0.039981
0,0,0,0,0,0,-12.015,-0.28975,-3.3578,-0.65063,-8.2601e-17,-0.014148
0,0,0,0,0,0,-13.047,0.46211,-5.8802,-0.87923,8.5265e-17,0.069803
0,0,0,0,0,0,-14.732,0.79278,-7.573,-1.2685,4.2633e-17,0.11613
0,0,0,0,0,0,-16.12,0.30497,-8.5732,-1.6967,1.4211e-17,0.088395
0,0,0,0,0,0,-17.199,-0.2258,-9.4445,-2.1544,-2.8422e-17,0.061031
0,0,0,0,0,0,-19.32,-0.18704,-10.238,-2.7589,-1.1369e-16,0.080478
0,0,0,0,0,0,-20.653,-1.0922,-10.549,-3.2636,-1.1369e-16,-0.020254
0,0,0,0,0,0,-24.294,-2.2015,-10.189,-3.963,1.7053e-16,-0.17952
0,0,0,0,0,0,-26.547,-2.8817,-8.9883,-4.4031,1.4211e-16,-0.33521
0,0,0,0,0,0,-27.606,-2.2933,-7.126,-4.568,-8.5265e-17,-0.38551
0,0,0,0,0,0,-26.756,-0.70923,-4.7822,-4.3952,5.6843e-17,-0.34427
0,0,0,0,0,0,-24.899,1.442,-2.0716,-4.002,2.2737e-16,-0.23521
0,0,0,0,0,0,-20.84,3.1906,0.58818,-3.3252,8.5265e-17,-0.13855
0,0,0,0,0,0,-17.751,5.2656,2.5529,-2.7734,-2.2737e-16,0.028591
0,0,0,0,0,0,-13.592,6.2604,3.0989,-2.1572,-2.8422e-17,0.13067
0,0,0,0,0,0,-11.356,5.8086,2.1368,-1.8204,1.1369e-16,0.12892
0,0,0,0,0,0,-10.397,4.1168,0.54639,-1.6772,1.2079e-16,0.036406
0,0,0,0,0,0,-9.8153,1.8758,-1.0718,-1.5923,-5.862e-17,-0.083072
0,0,0,0,0,0,-9.0994,-0.13622,-2.3227,-1.4963,1.4211e-17,-0.16575
0,0,0,0,0,0,-8.0578,-1.6582,-3.0948,-1.3435,9.9476e-17,-0.19836
0,0,0,0,0,0,-6.873,-2.639,-3.4385,-1.1568,2.8422e-17,-0.18712
0,0,0,0,0,0,-6.1012,-2.7549,-2.8754,-1.0017,4.2633e-17,-0.1065
0,0,0,0,0,0,-5.7377,-2.0859,-1.5237,-0.88698,5.6843e-17,0.029442
0,0,0,0,0,0,-5.097,-1.4678,-0.51988,-0.74648,1.0658e-17,0.1318
0,0,0,0,0,0,-4.6475,-1.2999,-0.026697,-0.63222,-1.2434e-17,0.15982
0,0,0,0,0,0,-5.0288,-1.2317,0.3448,-0.61139,1.1191e-16,0.15255
0,0,0,0,0,0,-5.4912,-1.0259,0.48996,-0.60198,-6.2172e-17,0.13895
0,0,0,0,0,0,-5.632,-0.80403,0.38514,-0.56463,-1.3323e-18,0.11307
0,0,0,0,0,0,-5.8867,-0.6057,-0.1309,-0.54875,4.6185e-17,0.078679
0,0,0,0,0,0,-6.5635,-0.3051,-1.2153,-0.58899,-7.1054e-18,0.057689
0,0,0,0,0,0,-7.7293,0.042558,-2.6862,-0.69677,1.2079e-16,0.053547
0,0,0,0,0,0,-8.9628,0.19025,-4.203,-0.82285,7.4607e-17,0.044431
0,0,0,0,0,0,-10.095,0.03474,-5.4456,-0.94152,-4.2633e-17,0.020228
0,0,0,0,0,0,-11.485,-0.34388,-6.3656,-1.0876,2.1316e-17,-0.011579
0,0,0,0,0,0,-12.856,-0.91686,-7.0019,-1.2292,-4.9738e-17,-0.051153
0,0,0,0,0,0,-13.892,-1.5431,-7.2905,-1.3374,9.2371e-17,-0.085843
0,0,0,0,0,0,-14.892,-1.9268,-7.2031,-1.452,9.9476e-17,-0.087227
0,0,0,0,0,0,-15.957,-2.0074,-6.8059,-1.5852,-2.3093e-16,-0.054675
0,0,0,0,0,0,-17.045,-1.8525,-6.3035,-1.7294,1.2612e-16,-0.0038804
0,0,0,0,0,0,-18.093,-1.3684,-6.0556,-1.8678,7.2164e-17,0.064204
0,0,0,0,0,0,-18.859,-0.56728,-6.6327,-1.9599,-1.8291e-16,0.14041
0,0,0,0,0,0,-19.126,0.24089,-8.3162,-1.9723,4.2633e-17,0.19422
0,0,0,0,0,0,-18.69,0.79331,-10.544,-1.8819,1.4566e-16,0.20909
0,0,0,0,0,0,-17.451,1.083,-12.576,-1.6825,-1.5632e-16,0.2003
0,0,0,0,0,0,-15.673,1.2556,-14.393,-1.4116,-1.8474e-16,0.19785
