0, -0.956385, 0.854338, 0.00609202, -0.478775, 0.084463, 0.0948801, 0.290037, 0.660664, -0.145091, -0.0624023, 0.00131291, 0, 0, 0, 0, 0, 0, 0
0.00833333, -0.941973, 0.853863, 0.0109305, -0.485148, 0.108247, 0.0977492, 0.27949, 0.693235, -0.15344, -0.0746585, 0.00189737, 0, 0, 0, 0, 0, 0, 0
0.0166667, -0.927504, 0.853575, 0.0162949, -0.491802, 0.132126, 0.102744, 0.265802, 0.729809, -0.167352, -0.0878289, 0.00287071, 0, 0, 0, 0, 0, 0, 0
0.025, -0.913139, 0.853509, 0.0219877, -0.49914, 0.156688, 0.109165, 0.248557, 0.771086, -0.187625, -0.101028, 0.00380767, 0, 0, 0, 0, 0, 0, 0
0.0333333, -0.899001, 0.853668, 0.0281637, -0.508161, 0.183068, 0.116182, 0.227103, 0.817475, -0.214258, -0.114068, 0.0045555, 0, 0, 0, 0, 0, 0, 0
0.0416667, -0.885191, 0.854011, 0.0348934, -0.52007, 0.212948, 0.123153, 0.201041, 0.869072, -0.246928, -0.126784, 0.00516179, 0, 0, 0, 0, 0, 0, 0
0.05, -0.87169, 0.854481, 0.0416288, -0.535022, 0.247502, 0.129704, 0.171201, 0.925069, -0.285072, -0.138426, 0.00561952, 0, 0, 0, 0, 0, 0, 0
0.0583333, -0.858412, 0.855018, 0.0471261, -0.551831, 0.286933, 0.136007, 0.139396, 0.98413, -0.327491, -0.147346, 0.00578157, 0, 0, 0, 0, 0, 0, 0
0.0666667, -0.845212, 0.855546, 0.0503341, -0.568695, 0.330281, 0.142316, 0.107582, 1.04445, -0.372778, -0.152473, 0.00582255, 0, 0, 0, 0, 0, 0, 0
0.075, -0.831945, 0.856022, 0.0506161, -0.583484, 0.375463, 0.148688, 0.0774734, 1.10407, -0.419717, -0.153397, 0.00598904, 0, 0, 0, 0, 0, 0, 0
0.0833333, -0.818554, 0.856467, 0.0478605, -0.594273, 0.419778, 0.154915, 0.0499106, 1.16145, -0.466762, -0.150188, 0.00636009, 0, 0, 0, 0, 0, 0, 0
0.0916667, -0.805121, 0.856941, 0.042795, -0.600139, 0.460534, 0.160535, 0.0243367, 1.21576, -0.51186, -0.143719, 0.00683033, 0, 0, 0, 0, 0, 0, 0
0.1, -0.791793, 0.857526, 0.036564, -0.60101, 0.495583, 0.164862, -0.000553661, 1.26675, -0.55236, -0.135236, 0.00708059, 0, 0, 0, 0, 0, 0, 0
0.108333, -0.778736, 0.85826, 0.0306843, -0.597972, 0.523978, 0.167135, -0.026648, 1.31473, -0.58556, -0.126586, 0.00716837, 0, 0, 0, 0, 0, 0, 0
0.116667, -0.766068, 0.859159, 0.0262662, -0.592169, 0.545595, 0.166701, -0.0552496, 1.35995, -0.60976, -0.119205, 0.00729933, 0, 0, 0, 0, 0, 0, 0
0.125, -0.753857, 0.860223, 0.0240009, -0.584517, 0.560693, 0.163083, -0.0871232, 1.40259, -0.624457, -0.114, 0.00755033, 0, 0, 0, 0, 0, 0, 0
0.133333, -0.742101, 0.861445, 0.0240325, -0.575413, 0.569697, 0.156036, -0.122229, 1.44259, -0.630368, -0.11123, 0.00793743, 0, 0, 0, 0, 0, 0, 0
0.141667, -0.730726, 0.862821, 0.0260329, -0.564782, 0.573128, 0.145505, -0.159677, 1.47955, -0.629616, -0.110682, 0.00856121, 0, 0, 0, 0, 0, 0, 0
0.15, -0.719606, 0.864357, 0.0294315, -0.552288, 0.571486, 0.131826, -0.198166, 1.51284, -0.625008, -0.111914, 0.00947045, 0, 0, 0, 0, 0, 0, 0
